MA,FA,Cs,Pb,Sn,Br,Cl,I,Bandgap
0.66,0.33,0.0,0.66,0.33,0.0,0.0,1.0,1.3
0.67,0.33,0.0,1.0,0.0,0.0,0.0,1.0,1.56
0.67,0.33,0.0,1.0,0.0,0.167,0.0,0.833,1.671
0.67,0.33,0.0,1.0,0.0,0.5,0.0,0.5,1.855
0.67,0.33,0.0,1.0,0.0,0.667,0.0,0.333,1.974
0.67,0.33,0.0,1.0,0.0,1.0,0.0,0.0,2.288
0.7,0.0,0.3,0.5,0.5,0.0,0.0,1.0,1.28
0.7,0.0,0.3,1.0,0.0,0.0,0.0,1.0,1.58
0.7,0.2,0.1,1.0,0.0,0.0,0.0,1.0,1.59
0.7,0.3,0.0,1.0,0.0,0.0,0.0,1.0,1.55075
0.7,0.3,0.0,1.0,0.0,0.05,0.0,0.95,1.6
0.7,0.3,0.0,1.0,0.0,0.1,0.0,0.9,1.603
0.7,0.3,0.0,1.0,0.0,0.15,0.0,0.85,1.66
0.7,0.3,0.0,1.0,0.0,0.7,0.0,0.3,2.03
0.75,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.2955
0.75,0.25,0.0,1.0,0.0,0.0,0.0,1.0,1.54
0.77,0.0,0.23,1.0,0.0,0.0,0.0,1.0,1.644
0.8,0.0,0.2,0.5,0.5,0.0,0.0,1.0,1.3
0.8,0.0,0.2,1.0,0.0,0.0,0.0,1.0,1.5950000000000002
0.8,0.1,0.1,1.0,0.0,0.0,0.0,1.0,1.5
0.8,0.2,0.0,1.0,0.0,0.0,0.0,1.0,1.556
0.8,0.2,0.0,1.0,0.0,0.033,0.0,0.967,1.59
0.8,0.2,0.0,1.0,0.0,0.04,0.0,0.96,1.6
0.8,0.2,0.0,1.0,0.0,0.1,0.0,0.9,1.59
0.81,0.0,0.19,1.0,0.0,0.0,0.0,1.0,1.585
0.82,0.18,0.0,0.0,1.0,1.0,0.0,0.0,1.92
0.83,0.0,0.17,1.0,0.0,0.0,0.0,1.0,1.633
0.83,0.05,0.12,1.0,0.0,0.32,0.0,0.68,1.69
0.83,0.17,0.0,1.0,0.0,0.0,0.0,1.0,1.588
0.83,0.17,0.0,1.0,0.0,0.167,0.0,0.833,1.625
0.83,0.17,0.0,1.0,0.0,0.333,0.0,0.667,1.764
0.83,0.17,0.0,1.0,0.0,0.5,0.0,0.5,1.858
0.83,0.17,0.0,1.0,0.0,0.667,0.0,0.333,1.989
0.83,0.17,0.0,1.0,0.0,0.833,0.0,0.167,2.153
0.83,0.17,0.0,1.0,0.0,1.0,0.0,0.0,2.296
0.85,0.0,0.15,1.0,0.0,0.0,0.0,1.0,1.59
0.85,0.0,0.15,1.0,0.0,0.15,0.0,0.85,1.717
0.85,0.0,0.15,1.0,0.0,0.4,0.0,0.6,1.82
0.85,0.15,0.0,1.0,0.0,0.0,0.0,1.0,1.63
0.85,0.15,0.0,1.0,0.0,0.15,0.0,0.85,1.75
0.875,0.125,0.0,1.0,0.0,0.0,0.0,1.0,1.55
0.875,0.125,0.0,1.0,0.0,0.333,0.0,0.667,1.71
0.89,0.0,0.11,1.0,0.0,0.0,0.0,1.0,1.62
0.9,0.0,0.1,0.25,0.75,0.0,0.0,1.0,1.2650000000000001
0.9,0.0,0.1,0.5,0.5,0.0,0.0,1.0,1.2850000000000001
0.9,0.0,0.1,1.0,0.0,0.0,0.0,1.0,1.606
0.9,0.0,0.1,1.0,0.0,0.1,0.0,0.9,1.6
0.9,0.0,0.1,1.0,0.0,0.333,0.0,0.667,1.77
0.9,0.0,0.1,1.0,0.0,0.4,0.0,0.6,1.8
0.9,0.1,0.0,0.9,0.1,0.0,0.0,1.0,1.44
0.9,0.1,0.0,1.0,0.0,0.0,0.0,1.0,1.553
0.9,0.1,0.0,1.0,0.0,0.1,0.0,0.9,1.586
0.91,0.0,0.09,1.0,0.0,0.0,0.0,1.0,1.59
0.95,0.0,0.05,1.0,0.0,0.0,0.0,1.0,1.56
0.95,0.0,0.05,1.0,0.0,0.4,0.0,0.6,1.82
0.974,0.026,0.0,1.0,0.0,0.0,0.0,1.0,1.516
0.98,0.0,0.02,1.0,0.0,0.02,0.0,0.98,1.6
0.99,0.0,0.01,1.0,0.0,0.01,0.0,0.99,1.6
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.275
1.0,0.0,0.0,0.0,1.0,0.333,0.0,0.667,1.503
1.0,0.0,0.0,0.0,1.0,0.4,0.0,0.6,1.6
1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,1.62
1.0,0.0,0.0,0.0,1.0,0.5,0.166,0.334,1.97
1.0,0.0,0.0,0.0,1.0,0.5,0.167,0.333,1.97
1.0,0.0,0.0,0.0,1.0,0.6,0.0666,0.3334,1.87
1.0,0.0,0.0,0.0,1.0,0.6,0.067,0.333,1.87
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.02
1.0,0.0,0.0,0.125,0.875,0.0,0.0,1.0,1.18
1.0,0.0,0.0,0.2,0.8,0.0,0.0,1.0,1.222
1.0,0.0,0.0,0.2,0.8,0.133,0.0,0.867,1.26
1.0,0.0,0.0,0.25,0.75,0.0,0.0,1.0,1.255
1.0,0.0,0.0,0.26,0.74,0.0,0.0,1.0,1.28
1.0,0.0,0.0,0.3,0.7,0.0,0.0,1.0,1.17
1.0,0.0,0.0,0.375,0.625,0.0,0.0,1.0,1.2
1.0,0.0,0.0,0.38,0.62,0.0,0.0,1.0,1.25
1.0,0.0,0.0,0.39,0.61,1.0,0.0,0.0,1.77
1.0,0.0,0.0,0.4,0.6,0.0,0.0,1.0,1.27
1.0,0.0,0.0,0.4,0.6,0.133,0.0,0.867,1.25
1.0,0.0,0.0,0.4,0.6,0.3,0.0,0.7,1.25
1.0,0.0,0.0,0.4,0.6,0.4,0.0,0.6,1.26
1.0,0.0,0.0,0.4,0.6,0.5,0.0,0.5,1.27
1.0,0.0,0.0,0.4,0.6,0.6,0.0,0.4,1.29
1.0,0.0,0.0,0.5,0.5,0.4,0.0,0.6,1.48
1.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,1.39
1.0,0.0,0.0,0.625,0.375,0.0,0.0,1.0,1.25
1.0,0.0,0.0,0.65,0.35,0.0,0.0,1.0,1.25
1.0,0.0,0.0,0.68,0.32,1.0,0.0,0.0,1.8
1.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,1.334
1.0,0.0,0.0,0.74,0.26,1.0,0.0,0.0,1.88
1.0,0.0,0.0,0.75,0.25,0.0,0.0,1.0,1.4266666666666667
1.0,0.0,0.0,0.8,0.2,0.0,0.0,1.0,1.5
1.0,0.0,0.0,0.8,0.2,0.133,0.0,0.867,1.26
1.0,0.0,0.0,0.85,0.15,0.0,0.0,1.0,1.415
1.0,0.0,0.0,0.875,0.125,0.0,0.0,1.0,1.42
1.0,0.0,0.0,0.9,0.1,0.0,0.0,1.0,1.37
1.0,0.0,0.0,0.9,0.1,0.667,0.0,0.333,1.79
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.558
1.0,0.0,0.0,1.0,0.0,0.0,0.033,0.967,1.54
1.0,0.0,0.0,1.0,0.0,0.0,0.05,0.95,1.6
1.0,0.0,0.0,1.0,0.0,0.0,0.0666,0.9334,1.6
1.0,0.0,0.0,1.0,0.0,0.0,0.083,0.917,1.516
1.0,0.0,0.0,1.0,0.0,0.0,0.133,0.867,1.59
1.0,0.0,0.0,1.0,0.0,0.0,0.167,0.833,1.543
1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.75,1.581
1.0,0.0,0.0,1.0,0.0,0.0,0.333,0.667,1.61
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.97
1.0,0.0,0.0,1.0,0.0,0.007,0.0,0.993,1.6
1.0,0.0,0.0,1.0,0.0,0.017,0.0,0.983,1.58
1.0,0.0,0.0,1.0,0.0,0.023,0.0,0.977,1.61
1.0,0.0,0.0,1.0,0.0,0.025,0.0,0.975,1.613
1.0,0.0,0.0,1.0,0.0,0.025,0.0,0.992,1.6
1.0,0.0,0.0,1.0,0.0,0.027,0.0,0.973,1.605
1.0,0.0,0.0,1.0,0.0,0.03,0.0,0.97,1.6
1.0,0.0,0.0,1.0,0.0,0.033,0.0,0.967,1.601
1.0,0.0,0.0,1.0,0.0,0.034,0.016,0.95,1.58
1.0,0.0,0.0,1.0,0.0,0.04,0.0,0.96,1.6
1.0,0.0,0.0,1.0,0.0,0.05,0.0,0.95,1.5735000000000001
1.0,0.0,0.0,1.0,0.0,0.06,0.0,0.94,1.604
1.0,0.0,0.0,1.0,0.0,0.067,0.0,0.933,1.7000000000000002
1.0,0.0,0.0,1.0,0.0,0.07,0.0,0.93,1.68
1.0,0.0,0.0,1.0,0.0,0.075,0.0,0.925,1.62
1.0,0.0,0.0,1.0,0.0,0.083,0.0,0.917,1.65
1.0,0.0,0.0,1.0,0.0,0.1,0.0,0.9,1.5981999999999998
1.0,0.0,0.0,1.0,0.0,0.107,0.0,0.893,1.64
1.0,0.0,0.0,1.0,0.0,0.11,0.0,0.89,1.627
1.0,0.0,0.0,1.0,0.0,0.13,0.0,0.87,1.641
1.0,0.0,0.0,1.0,0.0,0.133,0.0,0.867,1.677
1.0,0.0,0.0,1.0,0.0,0.15,0.0,0.85,1.6
1.0,0.0,0.0,1.0,0.0,0.167,0.0,0.833,1.6869999999999998
1.0,0.0,0.0,1.0,0.0,0.2,0.0,0.8,1.62
1.0,0.0,0.0,1.0,0.0,0.2,0.8,0.0,2.83
1.0,0.0,0.0,1.0,0.0,0.233,0.0,0.767,1.68
1.0,0.0,0.0,1.0,0.0,0.25,0.0,0.75,1.694
1.0,0.0,0.0,1.0,0.0,0.267,0.0,0.733,1.75
1.0,0.0,0.0,1.0,0.0,0.27,0.0,0.73,1.73
1.0,0.0,0.0,1.0,0.0,0.29,0.0,0.71,1.7125
1.0,0.0,0.0,1.0,0.0,0.3,0.0,0.7,1.745
1.0,0.0,0.0,1.0,0.0,0.31,0.69,0.0,2.84
1.0,0.0,0.0,1.0,0.0,0.33,0.0,0.67,1.75
1.0,0.0,0.0,1.0,0.0,0.333,0.0,0.667,1.6
1.0,0.0,0.0,1.0,0.0,0.38,0.0,0.62,1.777
1.0,0.0,0.0,1.0,0.0,0.4,0.0,0.6,1.7755
1.0,0.0,0.0,1.0,0.0,0.4,0.6,0.0,2.84
1.0,0.0,0.0,1.0,0.0,0.417,0.0,0.583,1.76
1.0,0.0,0.0,1.0,0.0,0.44,0.56,0.0,2.79
1.0,0.0,0.0,1.0,0.0,0.467,0.0,0.533,1.791
1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.8605
1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,2.75
1.0,0.0,0.0,1.0,0.0,0.56,0.44,0.0,2.68
1.0,0.0,0.0,1.0,0.0,0.58,0.0,0.42,1.924
1.0,0.0,0.0,1.0,0.0,0.6,0.0,0.4,1.92
1.0,0.0,0.0,1.0,0.0,0.67,0.0,0.33,1.98
1.0,0.0,0.0,1.0,0.0,0.71,0.0,0.29,2.033
1.0,0.0,0.0,1.0,0.0,0.8,0.2,0.0,2.55
1.0,0.0,0.0,1.0,0.0,0.833,0.0,0.167,2.161
1.0,0.0,0.0,1.0,0.0,0.84,0.0,0.16,2.154
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.1875
